FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,ProcessedBy,RakerNum,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180827,Finger,0.4,N,37.38,7.77,7.95,M,Grant,,,,,,,,,,,,,
S180172,Arc,1.16,N,45.31,10.28,8.81,F,Grant,,,,,,,,,,,,,
S180173,Arc,1.15,N,45.91,10.37,8.98,F,Grant,,,,,,,,,,,,,
S180174,Arc,2.26,N,61.63,13.78,11.21,F,Grant,,,,,,,,,,,,,
S180175,Arc,2.16,N,60.28,13.93,12.33,M,Grant,,,,,,,,,,,,,
S180176,Arc,2.06,N,56.34,13.32,12.39,M,Grant,,,,,,,,,,,,,
S180177,Arc,1.06,N,43.14,10.14,7.68,F,Grant,,,,,,,,,,,,,
S180178,Arc,0.75,N,44.99,9.18,8.89,F,Grant,,,,,,,,,,,,,
S180718,Long,1.06,N,51.39,9.75,12.07,M,Bailey,,,,,,,,,,,,,
S180719,Long,1.61,N,56.88,11.46,14.03,M,Bailey,,,,,,,,,,,,,
S180720,Long,0.86,N,47.46,9.84,10.44,F,Bailey,,,,,,,,,,,,,
S180721,Long,0.98,N,49.8,9.51,12.2,M,Bailey,,,,,,,,,,,,,
S180714,Long,0.74,N,45.85,8.71,10.8,M,Bailey,,,,,,,,,,,,,
S180715,Long,0.73,N,44.65,8.5,10.1,M,Bailey,,,,,,,,,,,,,
S180716,Long,0.64,N,43.61,8.29,10.35,M,Bailey,,,,,,,,,,,,,
S180717,Long,0.99,N,49.88,9.92,11.09,F,Bailey,,,,,,,,,,,,,
S180001,G,1.37,N,56.44,10.4,13.79,M,Bailey,,,,,,,,,,,,,
S180002,G,1.13,N,52.28,10.14,12.7,F,Bailey,,,,,,,,,,,,,
S180003,G,1.18,N,51.31,9.81,13.38,M,Bailey,,,,,,,,,,,,,
S180004,G,1.26,N,52.31,10.63,13.23,M,Bailey,,,,,,,,,,,,,
S180005,G,0.69,N,43.43,8.45,9.45,F,Bailey,,,,,,,,,,,,,
S180006,G,1.17,Y,50.16,10.75,12.6,M,Bailey,,,,,,,,,,,,,White spots on side and back
S180007,G,0.66,N,43.8,8.97,10.01,F,Bailey,,,,,,,,,,,,,
S180008,G,1.09,N,48.39,9.7,11.96,M,Bailey,,,,,,,,,,,,,
S180009,G,0.58,N,40.85,8.08,9.31,F,Bailey,,,,,,,,,,,,,
S180010,G,1.53,N,56.59,11.34,14.1,M,Bailey,2.81,6.25,Grant,20,,,,,,,,,
S180081,G,1.21,N,50.36,10.44,11.06,F,Grant,,,,,,,,,,,,,
S180082,G,1.44,N,54.25,11.01,11.76,F,Grant,2.7,5.99,Grant,21,,,,,,,,,
S180083,G,1.02,N,50.06,9.26,10.9,F,Grant,,,,,,,,,,,,,
S180084,G,1.84,N,56.88,11.44,12.78,M,Grant,2.96,6.46,Grant,21,,,,,,,,,
S180085,G,1.9,N,56.47,12.13,13.72,M,Grant,,,,,,,,,,,,,
S180086,G,0.77,N,43.65,9.23,8.8,F,Grant,,,,,,,,,,,,,
S180087,G,1.57,N,54.67,11.22,12.83,M,Grant,2.71,6.4,Grant,19,,,,,,,,,
S180088,G,0.96,N,49.4,9.54,11.5,F,Grant,,,,,,,,,,,,,
S180089,G,0.8,N,44.19,9.53,9.22,F,Grant,,,,,,,,,,,,,
S180090,G,1.65,N,52.41,11.33,12.68,M,Grant,,,,,,,,,,,,,
S180071,G,1.15,N,51.31,10.07,12.67,M,Bailey ,,,,,,,,,,,,,
S180072,G,1.62,N,54.33,10.87,13.47,M,Bailey ,,,,,,,,,,,,,
S180073,G,1.34,N,49.68,10.45,10.87,F,Bailey ,,,,,,,,,,,,,
S180074,G,1.56,N,54.08,11.46,13.02,M,Bailey ,,,,,,,,,,,,,
S180075,G,1.52,N,55.36,11.14,14.28,M,Bailey ,,,,,,,,,,,,,
S180076,G,2.39,N,61.41,12.46,16.24,M,Bailey ,,,,,,,,,,,,,
S180077,G,1.44,N,56.02,10.47,13.38,M,Bailey ,,,,,,,,,,,,,
S180078,G,1.17,N,49,9.75,11.31,F,Bailey ,,,,,,,,,,,,,
S180079,G,1.54,N,54.36,10.74,13.67,M,Bailey ,2.94,5.98,Grant,21,,,,,,,,,
S180080,G,1.96,N,59.22,11.58,15.6,M,Bailey ,,,,,,,,,,,,,
